10/30/2016 18:52:45,010899261268587524,SzVersionControlMetrics,False,False,False
10/30/2016 18:52:45,010899261268587524,SzDisplayMetrics,False,1920,1200,1920,1200
10/30/2016 18:52:45,010899261268587524,SzAutoFormattingMetrics,True
10/30/2016 18:53:14,010899261268587524,SzLevelStarted,Sz028
10/30/2016 18:53:22,010899261268587524,SzLevelSolved,Sz028,900,650,22
10/30/2016 18:53:22,010899261268587524,SzLevelExited,Sz028
10/30/2016 18:53:29,010899261268587524,SzLevelStarted,Sz028
10/30/2016 18:53:37,010899261268587524,SzLevelSolved,Sz028,500,239,12
10/30/2016 18:53:37,010899261268587524,SzLevelExited,Sz028
10/30/2016 18:53:54,010899261268587524,SzLevelStarted,Sz005
10/30/2016 18:54:02,010899261268587524,SzLevelSolved,Sz005,800,478,11
10/30/2016 18:54:02,010899261268587524,SzLevelExited,Sz005
10/30/2016 18:54:03,010899261268587524,SzLevelStarted,Sz005
10/30/2016 18:54:04,010899261268587524,SzLevelExited,Sz005
10/30/2016 18:54:06,010899261268587524,SzLevelStarted,Sz005
10/30/2016 18:54:14,010899261268587524,SzLevelSolved,Sz005,800,479,11
10/30/2016 18:54:14,010899261268587524,SzLevelExited,Sz005
10/30/2016 18:54:24,010899261268587524,SzLevelStarted,Sz035
10/30/2016 18:54:30,010899261268587524,SzLevelSolved,Sz035,300,125,8
10/30/2016 18:54:30,010899261268587524,SzLevelExited,Sz035
10/30/2016 18:54:38,010899261268587524,SzLevelStarted,Sz011
10/30/2016 18:54:46,010899261268587524,SzLevelSolved,Sz011,600,262,13
10/30/2016 18:54:46,010899261268587524,SzLevelExited,Sz011
10/30/2016 18:54:47,010899261268587524,SzLevelStarted,Sz011
10/30/2016 18:54:47,010899261268587524,SzLevelExited,Sz011
10/30/2016 18:54:50,010899261268587524,SzLevelStarted,Sz011
10/30/2016 18:54:58,010899261268587524,SzLevelSolved,Sz011,600,261,12
10/30/2016 18:54:58,010899261268587524,SzLevelExited,Sz011
10/30/2016 18:54:58,010899261268587524,SzLevelStarted,Sz011
10/30/2016 18:54:59,010899261268587524,SzLevelExited,Sz011
10/30/2016 18:55:04,010899261268587524,SzLevelStarted,Sz015
10/30/2016 18:55:12,010899261268587524,SzLevelSolved,Sz015,800,737,13
10/30/2016 18:55:12,010899261268587524,SzLevelExited,Sz015
10/30/2016 18:55:12,010899261268587524,SzLevelStarted,Sz015
10/30/2016 18:55:13,010899261268587524,SzLevelExited,Sz015
10/30/2016 18:55:15,010899261268587524,SzLevelStarted,Sz015
10/30/2016 18:55:23,010899261268587524,SzLevelSolved,Sz015,600,856,15
10/30/2016 18:55:23,010899261268587524,SzLevelExited,Sz015
10/30/2016 18:55:24,010899261268587524,SzLevelStarted,Sz015
10/30/2016 18:55:24,010899261268587524,SzLevelExited,Sz015
10/30/2016 18:55:30,010899261268587524,SzLevelStarted,Sz010
10/30/2016 18:55:37,010899261268587524,SzLevelSolved,Sz010,800,395,14
10/30/2016 18:55:37,010899261268587524,SzLevelExited,Sz010
10/30/2016 18:55:37,010899261268587524,SzLevelStarted,Sz010
10/30/2016 18:55:38,010899261268587524,SzLevelExited,Sz010
10/30/2016 18:55:42,010899261268587524,SzLevelStarted,Sz009
10/30/2016 18:55:44,010899261268587524,SzLevelExited,Sz009
10/30/2016 18:55:49,010899261268587524,SzLevelStarted,Sz014
10/30/2016 18:55:50,010899261268587524,SzLevelExited,Sz014
10/30/2016 18:55:51,010899261268587524,SzLevelStarted,Sz014
10/30/2016 18:55:57,010899261268587524,SzLevelSolved,Sz014,900,235,21
10/30/2016 18:55:57,010899261268587524,SzLevelExited,Sz014
10/30/2016 18:55:58,010899261268587524,SzLevelStarted,Sz014
10/30/2016 18:55:58,010899261268587524,SzLevelExited,Sz014
10/30/2016 18:56:02,010899261268587524,SzLevelStarted,Sz008
10/30/2016 18:56:10,010899261268587524,SzLevelSolved,Sz008,900,207,14
10/30/2016 18:56:10,010899261268587524,SzLevelExited,Sz008
10/30/2016 18:56:10,010899261268587524,SzLevelStarted,Sz008
10/30/2016 18:56:11,010899261268587524,SzLevelExited,Sz008
10/30/2016 18:56:16,010899261268587524,SzLevelStarted,Sz023
10/30/2016 18:56:22,010899261268587524,SzLevelSolved,Sz023,1000,214,24
10/30/2016 18:56:22,010899261268587524,SzLevelExited,Sz023
10/30/2016 18:56:23,010899261268587524,SzLevelStarted,Sz023
10/30/2016 18:56:23,010899261268587524,SzLevelExited,Sz023
10/30/2016 18:56:28,010899261268587524,SzLevelStarted,Sz016
10/30/2016 18:56:36,010899261268587524,SzLevelSolved,Sz016,900,706,17
10/30/2016 18:56:36,010899261268587524,SzLevelExited,Sz016
10/30/2016 18:56:36,010899261268587524,SzLevelStarted,Sz016
10/30/2016 18:56:37,010899261268587524,SzLevelExited,Sz016
10/30/2016 18:56:42,010899261268587524,SzLevelStarted,Sz024
10/30/2016 18:56:50,010899261268587524,SzLevelSolved,Sz024,1000,382,28
10/30/2016 18:56:50,010899261268587524,SzLevelExited,Sz024
10/30/2016 18:56:50,010899261268587524,SzLevelStarted,Sz024
10/30/2016 18:56:51,010899261268587524,SzLevelExited,Sz024
10/30/2016 18:56:56,010899261268587524,SzLevelStarted,Sz017
10/30/2016 18:57:01,010899261268587524,SzLevelExited,Sz017
10/30/2016 18:57:05,010899261268587524,SzLevelStarted,Sz017
10/30/2016 18:57:20,010899261268587524,SzLevelSolved,Sz017,1200,297,28
10/30/2016 18:57:20,010899261268587524,SzLevelExited,Sz017
10/30/2016 18:57:21,010899261268587524,SzLevelStarted,Sz017
10/30/2016 18:57:21,010899261268587524,SzLevelExited,Sz017
10/30/2016 18:57:26,010899261268587524,SzLevelStarted,Sz012
10/30/2016 18:57:34,010899261268587524,SzLevelSolved,Sz012,500,342,14
10/30/2016 18:57:34,010899261268587524,SzLevelExited,Sz012
10/30/2016 18:57:35,010899261268587524,SzLevelStarted,Sz012
10/30/2016 18:57:35,010899261268587524,SzLevelExited,Sz012
10/30/2016 18:57:40,010899261268587524,SzLevelStarted,Sz013
10/30/2016 18:57:48,010899261268587524,SzLevelSolved,Sz013,1800,408,40
10/30/2016 18:57:48,010899261268587524,SzLevelExited,Sz013
10/30/2016 18:57:49,010899261268587524,SzLevelStarted,Sz013
10/30/2016 18:57:49,010899261268587524,SzLevelExited,Sz013
10/30/2016 18:57:51,010899261268587524,SzLevelStarted,Sz013
10/30/2016 18:57:59,010899261268587524,SzLevelSolved,Sz013,1800,388,37
10/30/2016 18:57:59,010899261268587524,SzLevelExited,Sz013
10/30/2016 18:58:00,010899261268587524,SzLevelStarted,Sz013
10/30/2016 18:58:00,010899261268587524,SzLevelExited,Sz013
10/30/2016 18:58:14,010899261268587524,SzLevelStarted,Sz004
10/30/2016 18:58:21,010899261268587524,SzLevelSolved,Sz004,700,278,9
10/30/2016 18:58:21,010899261268587524,SzLevelExited,Sz004
